offspring_table,fitness
offspring_20_18,75.55721759
offspring_20_19,71.64646761
offspring_20_20,80.91107398
offspring_20_21,71.45520921
offspring_20_22,72.65700262
offspring_20_23,72.40534661
offspring_20_24,72.20006853
offspring_20_25,72.41078678
offspring_20_26,66.90181087
offspring_20_27,73.05526211
offspring_20_28,73.09187928
offspring_20_29,71.66920421
offspring_20_30,73.06335011
offspring_20_31,78.24410435
offspring_21_0,80.91107398
offspring_21_1,78.31343646
offspring_21_2,78.24410435
offspring_21_3,77.19270199
offspring_21_4,76.32988902
offspring_21_5,75.66236271
offspring_21_6,75.55721759
offspring_21_7,72.40534661
offspring_21_8,74.80188048
offspring_21_9,73.06335011
offspring_21_10,73.09187928
offspring_21_11,72.64313445
offspring_21_12,72.61816834
offspring_21_13,75.50389501
offspring_21_14,75.46727783
offspring_21_15,71.96772087
offspring_21_16,74.76686029
offspring_21_17,70.20807205
offspring_21_18,72.91415783
offspring_21_19,76.12104529
offspring_21_20,74.59283496
offspring_21_21,74.71690259
offspring_21_22,75.82056254
offspring_21_23,71.56348924
offspring_21_24,74.57733193
offspring_21_25,71.12802601
offspring_21_26,75.35635701
offspring_21_27,73.88883763
offspring_21_28,72.64313445
offspring_21_29,71.96772087
offspring_21_30,73.06335011
offspring_21_31,80.43999953
offspring_22_0,80.91107398
offspring_22_1,80.43999953
offspring_22_2,78.31343646
offspring_22_3,78.24410435
offspring_22_4,77.19270199
offspring_22_5,76.32988902
offspring_22_6,76.12104529
offspring_22_7,75.55721759
offspring_22_8,74.59283496
offspring_22_9,75.50389501
offspring_22_10,75.82056254
offspring_22_11,73.09187928
offspring_22_12,74.57733193
offspring_22_13,75.66236271
offspring_22_14,75.46727783
offspring_22_15,71.96772087
offspring_22_16,74.76686029
offspring_22_17,74.59283496
offspring_22_18,73.67390368
offspring_22_19,72.45400068
offspring_22_20,77.89616198
offspring_22_21,74.64275045
offspring_22_22,74.37176494
offspring_22_23,73.54236279
offspring_22_24,75.17729405
offspring_22_25,71.63901645
offspring_22_26,74.49939118
offspring_22_27,77.05029408
offspring_22_28,75.55721759
offspring_22_29,75.76723996
offspring_22_30,76.12104529
offspring_22_31,78.20527008
offspring_23_0,80.91107398
offspring_23_1,80.43999953
offspring_23_2,78.31343646
offspring_23_3,78.24410435
offspring_23_4,78.20527008
offspring_23_5,77.89616198
offspring_23_6,77.19270199
offspring_23_7,74.49939118
offspring_23_8,76.32988902
offspring_23_9,75.76723996
offspring_23_10,75.82056254
offspring_23_11,75.17729405
offspring_23_12,75.55721759
offspring_23_13,77.05029408
offspring_23_14,74.59283496
offspring_23_15,74.64275045
offspring_23_16,75.50389501
offspring_23_17,74.49939118
offspring_23_18,80.43999953
offspring_23_19,80.91107398
offspring_23_20,73.65038839
offspring_23_21,74.1387381
offspring_23_22,73.66253356
offspring_23_23,74.4683939
offspring_23_24,79.01303746
offspring_23_25,74.53604624
offspring_23_26,75.8382572
