offspring_table,fitness
offspring_24_4,107.46105997
offspring_24_5,107.31727143
offspring_24_6,107.1406922
offspring_24_7,106.95969672
offspring_24_8,106.25054813
offspring_24_9,107.1406922
offspring_24_10,107.99385124
offspring_24_11,106.57925429
offspring_24_12,106.07435088
offspring_24_13,107.01846998
offspring_24_14,106.84373999
offspring_24_15,106.60289003
offspring_24_16,106.16781262
offspring_24_17,107.40899025
offspring_24_18,105.56323977
offspring_24_19,107.18420739
offspring_24_20,107.94984021
offspring_24_21,105.97538416
offspring_24_22,105.63039823
offspring_24_23,107.54444791
offspring_24_24,106.9467352
offspring_24_25,105.75703091
offspring_24_26,105.88518865
offspring_24_27,108.03148697
offspring_24_28,107.50278197
offspring_24_29,107.60076802
offspring_24_30,107.1406922
offspring_24_31,109.07843715
offspring_25_0,109.07843715
offspring_25_1,108.20670354
offspring_25_2,108.04570309
offspring_25_3,108.03148697
offspring_25_4,107.99385124
offspring_25_5,107.94984021
offspring_25_6,107.77434973
offspring_25_7,107.01846998
offspring_25_8,106.95969672
offspring_25_9,106.07435088
offspring_25_10,107.40899025
offspring_25_11,107.1406922
offspring_25_12,107.31727143
offspring_25_13,106.84373999
offspring_25_14,107.1406922
offspring_25_15,107.18420739
offspring_25_16,106.72533012
offspring_25_17,108.43616731
offspring_25_18,109.07516744
offspring_25_19,106.69531908
offspring_25_20,106.33562467
offspring_25_21,106.40496235
offspring_25_22,106.09586519
offspring_25_23,106.97043047
offspring_25_24,107.6130771
offspring_25_25,108.14352329
offspring_25_26,107.83039764
offspring_25_27,109.2937426
offspring_25_28,108.31427507
offspring_25_29,107.1058864
offspring_25_30,107.32228233
offspring_25_31,108.58448015
offspring_26_0,109.2937426
offspring_26_1,109.07843715
offspring_26_2,109.07516744
offspring_26_3,108.58448015
offspring_26_4,108.43616731
offspring_26_5,108.31427507
offspring_26_6,108.20670354
offspring_26_7,106.72533012
offspring_26_8,107.1406922
offspring_26_9,108.04570309
offspring_26_10,107.40899025
offspring_26_11,107.01846998
offspring_26_12,107.31727143
offspring_26_13,108.14352329
offspring_26_14,108.03148697
offspring_26_15,106.09586519
offspring_26_16,105.82239039
offspring_26_17,106.90507099
offspring_26_18,108.03148697
offspring_26_19,109.07843715
offspring_26_20,105.60697688
offspring_26_21,105.88339142
offspring_26_22,107.58420682
offspring_26_23,107.76323919
offspring_26_24,107.31727143
offspring_26_25,108.04570309
offspring_26_26,108.08034303
offspring_26_27,108.1057217
offspring_26_28,109.21590819
offspring_26_29,105.79586519
offspring_26_30,107.55392532
offspring_26_31,109.5937426
offspring_27_0,109.5937426
offspring_27_1,109.2937426
offspring_27_2,109.21590819
offspring_27_3,109.07843715
offspring_27_4,108.021193
offspring_27_5,109.07516744
offspring_27_6,108.58448015
offspring_27_7,108.14352329
offspring_27_8,107.1406922
offspring_27_9,108.08034303
offspring_27_10,108.43616731
offspring_27_11,108.76890195
offspring_27_12,108.20670354
offspring_27_13,107.58420682
offspring_27_14,107.40899025
offspring_27_15,108.31427507
offspring_27_16,107.31710557
offspring_27_17,105.22996076
offspring_27_18,108.54052692
offspring_27_19,108.84874973
offspring_27_20,108.11803078
offspring_27_21,108.71498298
offspring_27_22,108.80152679
offspring_27_23,107.47434973
offspring_27_24,108.30049525
offspring_27_25,107.65065677
offspring_27_26,107.41089729
offspring_27_27,108.22549424
offspring_27_28,109.5937426
offspring_27_29,109.07843715
offspring_27_30,108.60185792
offspring_27_31,109.07359038
offspring_28_0,109.5937426
offspring_28_1,109.5937426
offspring_28_2,109.2937426
offspring_28_3,109.21590819
offspring_28_4,109.07843715
offspring_28_5,109.07843715
offspring_28_6,109.07516744
offspring_28_7,108.60185792
offspring_28_8,108.22549424
offspring_28_9,108.43616731
offspring_28_10,108.76890195
offspring_28_11,108.11803078
offspring_28_12,109.07359038
offspring_28_13,108.30049525
offspring_28_14,108.71498298
offspring_28_15,108.08034303
offspring_28_16,108.70599389
offspring_28_17,108.01133533
offspring_28_18,109.07843715
offspring_28_19,108.84553782
offspring_28_20,108.18420682
offspring_28_21,108.3477182
offspring_28_22,109.2937426
offspring_28_23,109.5937426
offspring_28_24,108.5396023
offspring_28_25,107.96100853
offspring_28_26,109.17032183
offspring_28_27,107.7791965
offspring_28_28,108.87309571
offspring_28_29,108.60681103
offspring_28_30,108.47745473
offspring_28_31,109.95991863
offspring_29_0,109.95991863
offspring_29_1,109.5937426
offspring_29_2,108.10104078
offspring_29_3,109.5937426
offspring_29_4,109.2937426
offspring_29_5,109.2937426
offspring_29_6,109.21590819
offspring_29_7,108.87309571
offspring_29_8,109.07843715
offspring_29_9,108.70599389
offspring_29_10,110.14150876
offspring_29_11,109.07843715
offspring_29_12,109.17032183
offspring_29_13,108.84553782
offspring_29_14,108.3477182
offspring_29_15,108.60681103
offspring_29_16,108.5396023
offspring_29_17,108.5396023
offspring_29_18,105.72794624
offspring_29_19,108.73960288
offspring_29_20,108.84553782
offspring_29_21,109.21590819
offspring_29_22,109.5406922
offspring_29_23,109.346793
offspring_29_24,108.3477182
offspring_29_25,109.2937426
offspring_29_26,108.63845518
offspring_29_27,109.09156279
offspring_29_28,106.96122524
offspring_29_29,108.68246448
offspring_29_30,109.5937426
offspring_29_31,109.07843715
offspring_30_0,110.14150876
offspring_30_1,109.95991863
offspring_30_2,109.5937426
offspring_30_3,109.5937426
offspring_30_4,109.5937426
offspring_30_5,109.5406922
offspring_30_6,109.346793
offspring_30_7,108.87309571
offspring_30_8,108.84553782
offspring_30_9,108.5396023
offspring_30_10,109.2937426
offspring_30_11,108.60681103
offspring_30_12,109.2937426
offspring_30_13,109.07843715
offspring_30_14,109.17032183
offspring_30_15,109.2937426
offspring_30_16,109.07843715
offspring_30_17,109.07843715
offspring_30_18,109.43039707
offspring_30_19,107.80398051
offspring_30_20,107.94880752
offspring_30_21,109.24570309
offspring_30_22,109.27222829
offspring_30_23,109.3948325
offspring_30_24,109.5937426
offspring_30_25,109.5937426
offspring_30_26,109.2937426
offspring_30_27,109.2937426
offspring_30_28,108.5781066
offspring_30_29,110.32527811
offspring_30_30,109.07843715
offspring_30_31,109.17032183
offspring_31_0,110.32527811
offspring_31_1,110.14150876
offspring_31_2,109.95991863
offspring_31_3,109.5937426
offspring_31_4,109.5937426
